Item#,Word,Class,Known_proportion,AuditoryStrengthMean,GustatoryStrengthMean,HapticStrengthMean,OlfactoryStrengthMean,VisualStrengthMean,AuditoryStrengthSD,GustatoryStrengthSD,HapticStrengthSD,OlfactoryStrengthSD,VisualStrengthSD,DominantModality,ModalityExclusivity,MaxStrength
434,husky,Adjective,1,4.619047619,0.3333333333,0.5714285714,0.7142857143,1.2857142857,0.8047478162,0.9128709292,1.1212238212,1.3093073414,1.5856499343,Auditory,0.5696202532,4.619047619
435,icy,Adjective,1,1.2380952381,1.9047619048,4.4285714286,0.619047619,4.5238095238,1.4800257398,1.6094956323,1.164964745,1.2440333788,0.6015852075,Visual,0.3071161049,4.5238095238
436,ideal,Noun,1,2.7058823529,1.5882352941,1.1764705882,1.2941176471,2.9411764706,1.8962036376,1.8391174354,1.5904124511,1.6110829387,1.8530578861,Visual,0.1818181818,2.9411764706
437,imagination,Noun,0.9411764706,2.8125,1.0588235294,1,1.0588235294,3.1176470588,1.9737865471,1.6382379343,1.17260394,1.6759545129,1.7986923355,Visual,0.2340511987,3.1176470588
438,immense,Adjective,0.9523809524,2.3333333333,1.619047619,2.0952380952,1.6666666667,4,2.0330600909,2.1089378956,1.9724290077,2.1055482263,1.5491933385,Visual,0.2032520325,4
439,impression,Noun,1,2.5882352941,0.9411764706,1,1.2941176471,3.7058823529,1.4168108346,1.434860108,1.1180339887,1.4901638283,1.0467035088,Visual,0.2901234568,3.7058823529
440,inch,Noun,1,0.1764705882,0.0588235294,2.2941176471,0.0588235294,4,0.392952624,0.242535625,1.3117119483,0.242535625,1.17260394,Visual,0.5982142857,4
441,incident,Noun,1,3.1176470588,0.4705882353,1.4117647059,1.3529411765,4.1764705882,1.4950900032,0.717430054,1.4168108346,1.4116115113,0.8828430012,Visual,0.3519553073,4.1764705882
442,income,Noun,1,1.1176470588,0.4705882353,0.8823529412,0.1176470588,3,1.4526851406,1.0073261053,1.3639259942,0.3321055821,1.5,Visual,0.5157894737,3
443,increase,Noun,1,2.2941176471,1.1176470588,2.2352941176,1.2941176471,3.7647058824,1.4901638283,1.691240408,1.4802622979,1.4901638283,0.6642111642,Visual,0.2472527473,3.7647058824
444,independence,Noun,1,2.1176470588,0.2941176471,0.9411764706,0.2941176471,3.2941176471,1.6156404667,0.5878675321,1.5194813357,0.5878675321,1.2126781252,Visual,0.4322033898,3.2941176471
445,influence,Noun,1,1.9411764706,0.3529411765,0.8823529412,0.3529411765,2.5882352941,1.7843271924,0.8617697249,1.4526851406,0.8617697249,1.6977493753,Visual,0.3653846154,2.5882352941
446,information,Noun,0.9411764706,4.5294117647,1,1.8823529412,1.25,4.2941176471,0.8744746322,1.8027756377,1.9963201441,1.8797162906,1.1048023512,Auditory,0.2724177072,4.5294117647
447,insipid,Adjective,0.2857142857,0.2857142857,0.8571428571,0.4285714286,1.4285714286,1.7142857143,0.755928946,1.2149857926,0.7867957925,1.2724180206,1.6035674515,Visual,0.303030303,1.7142857143
448,instance,Noun,1,0.8823529412,0.1764705882,0.5294117647,0.5294117647,1.6470588235,1.2187264327,0.5285941399,0.8744746322,1.0073261053,1.6179144164,Visual,0.390625,1.6470588235
449,intention,Noun,0.9411764706,2.9375,0,0.5,0,2.9375,1.7689450717,0,0.9660917831,0,1.7308475766,Visual,0.4607843137,2.9375
450,interior,Noun,1,0.7058823529,0.2352941176,3,1.3529411765,4.5882352941,0.7717436331,0.5622957145,1.4142135624,1.221739358,0.7122871199,Visual,0.4404761905,4.5882352941
451,invention,Noun,0.9411764706,2.7647058824,0.875,2.125,1.375,3.6875,1.9212434699,1.6278820596,1.9278658321,1.6278820596,1.621470526,Visual,0.259762309,3.6875
452,investigation,Noun,1,2.7647058824,0.1764705882,1.2352941176,0.5882352941,3.6470588235,1.6019289843,0.5285941399,1.7510501051,1.1213175024,1.4116115113,Visual,0.4125874126,3.6470588235
453,itchy,Adjective,1,1.2857142857,0.3333333333,4.8095238095,0.2857142857,3.1428571429,1.3835771443,0.5773502692,0.5117663157,0.5606119106,1.4928400546,Haptic,0.4589371981,4.8095238095
454,item,Noun,0.9411764706,2.75,2.6875,4.0625,2.9375,4.0588235294,1.9148542155,2.0238165266,1.3400870618,1.9482898484,1.2976222599,Haptic,0.0833519055,4.0625
455,jade,Mixed,0.9032258065,0.8214285714,0,1.3928571429,0.2857142857,3.7142857143,1.5408889072,0,1.892270549,1.0131411681,1.882810013,Visual,0.5977011494,3.7142857143
456,jagged,Adjective,1,0.619047619,0.4761904762,4.7619047619,0.2380952381,4.7142857143,1.0712698295,0.9283882603,0.4364357805,0.7684244859,0.5606119106,Haptic,0.4185022026,4.7619047619
457,jammy,Adjective,1,0.2380952381,4.7142857143,1.5238095238,2.4761904762,3.3333333333,0.7684244859,0.7171371656,1.5690458126,1.6005951274,1.3904435743,Gustatory,0.3643410853,4.7142857143
458,jingling,Adjective,0.9523809524,4.95,0.15,1.1,0.15,2.95,0.2236067977,0.6708203932,1.2523661815,0.6708203932,1.3562719802,Auditory,0.5161290323,4.95
459,job,Noun,1,3,0.3529411765,1.7058823529,1.0588235294,3.5882352941,1.8708286934,1.221739358,1.8290949224,1.434860108,1.4168108346,Visual,0.3333333333,3.5882352941
460,juicy,Adjective,1,1.4285714286,4.8571428571,2.1904761905,2.8095238095,3.619047619,1.8047556226,0.3585685828,1.6618979397,1.7781745589,1.2835961388,Gustatory,0.2300319489,4.8571428571
461,junior,Noun,1,2.0588235294,0.2352941176,1.1764705882,0.7647058824,2.9411764706,1.5600716424,0.4372373161,1.3339459377,1.0325582166,1.3449251018,Visual,0.3770491803,2.9411764706
462,keel,Mixed,0.5806451613,0.7222222222,0.0555555556,2.1111111111,0,2.8333333333,1.2274102606,0.2357022604,1.9670488163,0,1.8550408272,Visual,0.4951456311,2.8333333333
463,khaki,Adjective,0.9523809524,0.3,0.1,0.55,0.25,4.95,0.9787209699,0.4472135955,1.4317821063,0.7863975157,0.2236067977,Visual,0.7886178862,4.95
464,kid,Noun,0.9411764706,4.0625,0,2,1.1875,4.4117647059,1.2365947868,0,1.788854382,1.4244882122,0.6183469424,Visual,0.3783102144,4.4117647059
465,kind,Noun,0.9411764706,2.5,0.25,1.9375,0.375,2.8125,1.5916448515,0.5773502692,1.8062391868,0.7187952884,1.6007810594,Visual,0.3253968254,2.8125
466,kingdom,Noun,0.9411764706,2.0625,0.3125,1.25,0.6875,3.3125,1.5692354826,0.7041543391,1.5705625319,1.1383467544,1.621470526,Visual,0.393442623,3.3125
467,knead,Mixed,0.8064516129,0.56,0.88,4.12,1,3.12,0.9609023537,1.2013880861,1.4236104336,1.0801234497,1.833030278,Haptic,0.367768595,4.12
468,knowledge,Noun,1,3.7647058824,0.3529411765,0.4705882353,0.3529411765,2.5294117647,1.8884322785,0.8617697249,0.7998161553,0.8617697249,1.7362908404,Auditory,0.4566929134,3.7647058824
469,lady,Noun,1,3.9411764706,0.5882352941,3.4705882353,2.4705882353,4.7058823529,1.6759545129,1.3719886811,1.62471717,1.5857824196,0.5878675321,Visual,0.2713178295,4.7058823529
470,landscape,Noun,1,1.2941176471,0,1.3529411765,1.2352941176,4.7058823529,1.2631659571,0,1.6179144164,1.4802622979,0.7717436331,Visual,0.5479452055,4.7058823529
471,large,Adjective,1,1.4761904762,0.5714285714,4.1904761905,0.380952381,4.8571428571,1.6005951274,1.4687215043,1.4006801069,1.2440333788,0.3585685828,Visual,0.3900414938,4.8571428571
472,laughing,Adjective,1,4.7142857143,0.0476190476,0.55,0.0476190476,4.3333333333,0.4629100499,0.2182178902,1.0990426456,0.2182178902,0.9128709292,Auditory,0.4814541882,4.7142857143
473,laughter,Noun,1,4.8823529412,0,0.9411764706,0,4.1176470588,0.4850712501,0,1.197423705,0,0.9926198253,Auditory,0.4911242604,4.8823529412
474,lead,Noun,0.9411764706,1.75,0.5625,2.5625,0.75,3.6470588235,1.7701224063,1.3647344064,2.0966242709,1.4375905769,1.6560939161,Visual,0.3326724822,3.6470588235
475,leathery,Adjective,1,0.5238095238,0.380952381,4.5714285714,2.8571428571,4.1428571429,1.2090925365,0.9206622875,0.5070925528,1.3522468076,0.6546536707,Haptic,0.3358778626,4.5714285714
476,left,Noun,1,1.2352941176,0.1764705882,1.7647058824,0.1764705882,3.4117647059,1.5624264689,0.5285941399,1.4374200745,0.5285941399,1.2277430273,Visual,0.4782608696,3.4117647059
477,leg,Noun,1,0.6470588235,0.4705882353,4.6470588235,0.2941176471,4.7058823529,1.0571882797,1.0073261053,0.8617697249,0.5878675321,0.4696682183,Visual,0.4098360656,4.7058823529
478,lemony,Adjective,1,0,4.9523809524,0.7142857143,3.7142857143,2.9047619048,0,0.2182178902,0.9561828875,1.0071175275,1.5461164867,Gustatory,0.4031007752,4.9523809524
479,level,Noun,0.9411764706,1.5882352941,0.3529411765,1.625,0.1764705882,3.2352941176,1.3256518929,0.8617697249,1.5,0.5285941399,1.393261092,Visual,0.4383561644,3.2352941176
480,liberty,Noun,1,2.2941176471,0.1176470588,0.7058823529,0.1764705882,2.7058823529,2.0237559723,0.4850712501,1.4037764193,0.7276068751,1.7945997424,Visual,0.431372549,2.7058823529
481,library,Noun,1,2.9411764706,0.5294117647,2.6470588235,1.4117647059,4.5294117647,1.1440382552,1.3746657348,1.6934128436,1.3256518929,0.6242642728,Visual,0.3317073171,4.5294117647
482,life,Noun,1,3.8235294118,2.9411764706,3.4117647059,3.2352941176,4.3529411765,1.2862393886,1.7128407776,1.583462327,1.5624264689,0.9314757425,Visual,0.0794701987,4.3529411765
483,lift,Noun,1,2.5882352941,0,3.5294117647,0.4705882353,4.2352941176,1.6977493753,0,1.62471717,0.717430054,0.9034248561,Visual,0.3913043478,4.2352941176
484,light,Adjective,1,1,1.5714285714,2.380952381,1,4.1428571429,1.5165750888,1.660464651,2.0609752661,1.4491376746,1.1952286093,Visual,0.3113207547,4.1428571429
485,lilting,Adjective,0.5238095238,2.2727272727,0.3636363636,1.4166666667,0.5454545455,2.5454545455,2.148995537,0.9244162777,1.7816403746,1.0357254814,1.3684762595,Visual,0.3054082715,2.5454545455
486,liquid,Noun,0.9411764706,2.8235294118,4.2352941176,4.1764705882,2.9375,4.5882352941,1.5904124511,0.9034248561,0.8828430012,1.7308475766,0.6183469424,Visual,0.0940623163,4.5882352941
487,lithe,Adjective,0.2857142857,0,0.1666666667,3,0.1666666667,4.1666666667,0,0.4082482905,1.2649110641,0.4082482905,0.7527726527,Visual,0.5555555556,4.1666666667
488,little,Adjective,1,0.380952381,0.0952380952,3.2380952381,0,4.6666666667,0.8047478162,0.3007926038,1.5461164867,0,0.8563488386,Visual,0.5568181818,4.6666666667
489,load,Noun,1,0.8235294118,0.4705882353,2,0.5882352941,2.9411764706,1.0145993124,0.717430054,1.4142135624,0.9393364366,1.3449251018,Visual,0.3620689655,2.9411764706
490,long,Adjective,1,0.7142857143,0,3.9047619048,0,4.7619047619,1.4192553379,0,1.1791845447,0,0.5389584311,Visual,0.5076142132,4.7619047619
491,look,Noun,1,0.5294117647,0.1764705882,0.9411764706,0.3529411765,4.7647058824,0.717430054,0.392952624,1.0880365478,0.6063390626,0.9701425001,Visual,0.6782608696,4.7647058824
492,loop,Noun,1,1.0588235294,0.2352941176,2.7647058824,0.2352941176,3.7058823529,1.4777765492,0.5622957145,1.5218989686,0.5622957145,0.9195587177,Visual,0.4338235294,3.7058823529
493,loose,Adjective,1,0.380952381,0.0476190476,3.8095238095,0.1428571429,4.1428571429,0.7400128699,0.2182178902,1.3645163106,0.6546536707,0.9636241117,Visual,0.4804469274,4.1428571429
494,lose,Mixed,0.9032258065,2.1785714286,0.0357142857,0.8214285714,0,3.3928571429,1.4415416498,0.1889822365,1.3622848842,0,1.2274419565,Visual,0.5277777778,3.3928571429
495,loud,Adjective,1,4.9523809524,0.2380952381,0.2380952381,0.0952380952,1.5714285714,0.2182178902,0.7684244859,0.5389584311,0.4364357805,1.4687215043,Auditory,0.6845637584,4.9523809524
496,low,Adjective,1,1.9047619048,0.1428571429,2.5238095238,0.1428571429,4.2857142857,1.8682816143,0.6546536707,1.7781745589,0.6546536707,1.4192553379,Visual,0.4603174603,4.2857142857
497,lukewarm,Adjective,1,0.2380952381,2.5714285714,4.7142857143,0.7142857143,0.7142857143,0.8890872794,2.0632844828,0.7171371656,1.3469542362,1.3835771443,Haptic,0.5,4.7142857143
498,lumpy,Adjective,1,0.7142857143,2.5238095238,4.4761904762,0.2857142857,4.4285714286,1.10194633,2.204972735,0.8728715609,0.7837638128,0.7464200273,Haptic,0.337164751,4.4761904762
499,lure,Mixed,0.8387096774,1.9615384615,0.3076923077,1.0384615385,0.6153846154,2.6538461538,1.7545545128,0.7358929688,1.3410673132,1.1340872304,1.4681228203,Visual,0.3567251462,2.6538461538
500,lush,Adjective,1,0.8571428571,2.9523809524,3,3,4.0476190476,1.5259657364,1.8567765206,1.8165902125,1.7606816862,0.9734572654,Visual,0.2302405498,4.0476190476
501,machine,Noun,1,3.7647058824,0.2352941176,2.8823529412,1.5294117647,4.2352941176,1.0914103127,0.7524469886,1.2689736473,1.2805100087,0.5622957145,Visual,0.3162790698,4.2352941176
502,madness,Mixed,1,3.4516129032,0.0322580645,0.3870967742,0.0967741935,3.8064516129,1.1500350626,0.179605302,0.6672040845,0.3962186862,1.0462426372,Visual,0.4854771784,3.8064516129
503,magic,Noun,1,1.9411764706,0.1764705882,0.8235294118,0.2941176471,3.7647058824,1.7489492644,0.5285941399,1.0744355563,0.6859943406,1.6404805609,Visual,0.512605042,3.7647058824
504,main,Noun,0.9411764706,1.3529411765,0.5294117647,0.9411764706,0.3125,2.3529411765,1.4975470139,1.1245914291,1.5600716424,0.6020797289,1.9345922203,Visual,0.3717347622,2.3529411765
505,majority,Noun,1,2.9411764706,0,0.8823529412,0.1176470588,4,1.8864844366,0,1.6156404667,0.4850712501,1,Visual,0.5037037037,4
506,malty,Adjective,0.9047619048,0,3.8421052632,0.7894736842,2.7368421053,1.8421052632,0,1.4629938063,1.2727462594,1.5931138365,1.6077298659,Gustatory,0.4171428571,3.8421052632
507,management,Noun,1,2.8235294118,0.1176470588,0.3529411765,0.3529411765,3.5294117647,1.5097720903,0.3321055821,0.7018882096,0.7018882096,0.9432422183,Visual,0.4754098361,3.5294117647
508,march,Noun,1,2.3529411765,0.2352941176,0.5294117647,0.5294117647,3.0588235294,1.7299268941,0.5622957145,0.7998161553,0.8744746322,1.5194813357,Visual,0.4210526316,3.0588235294
509,mass,Noun,1,1.6470588235,0.0588235294,3.4705882353,0.3529411765,4.2941176471,1.7299268941,0.242535625,1.6627404735,0.8617697249,0.9851843661,Visual,0.4311377246,4.2941176471
510,mast ,Mixed,0.7096774194,0.8095238095,0.0454545455,1.6363636364,0.2272727273,4,1.2090925365,0.2132007164,1.8399134179,0.5284134548,1.3801311187,Visual,0.5885953608,4
511,master,Noun,0.9411764706,2.7647058824,0.2941176471,0.7058823529,0.4117647059,3.4375,1.6019289843,0.7717436331,0.9851843661,0.6183469424,1.6317168872,Visual,0.4128440367,3.4375
512,mate,Noun,1,3.0588235294,0.4117647059,2.8235294118,1.5294117647,4.4705882353,1.5600716424,0.7122871199,1.5904124511,1.2307338796,0.6242642728,Visual,0.3301435407,4.4705882353
513,matter,Noun,0.8823529412,1.5,1.1333333333,2.125,1.4375,2.625,1.3662601021,1.4573295865,1.962141687,1.4127396552,1.6683325008,Visual,0.1691072272,2.625
514,mattress,Mixed,1,1.2258064516,0,4.7096774194,0.3548387097,3.8709677419,1.2834764618,0,0.5884186937,0.7549122288,1.4315943439,Haptic,0.4634920635,4.7096774194
515,meadow,Mixed,0.935483871,1.1379310345,0.0344827586,1.6896551724,2.3448275862,4.2413793103,1.3555214582,0.1856953382,1.4168236173,1.4705650534,1.1229798501,Visual,0.4452554745,4.2413793103
516,measure,Noun,1,1.3529411765,1.0588235294,3,0.7058823529,3.8823529412,1.7656860023,1.5194813357,1.4577379737,1.1048023512,1.7278003697,Visual,0.3176470588,3.8823529412
517,meaty,Adjective,1,0.0952380952,4.8095238095,1.619047619,3.2857142857,3.7619047619,0.3007926038,0.4023739081,1.5321941938,1.0555973258,0.8309489698,Gustatory,0.3473684211,4.8095238095
518,medicinal,Adjective,0.9523809524,0.6,2.45,0.75,2.35,3.2,1.2732056517,1.9324105481,1.0195458225,1.8144159565,1.3611140948,Visual,0.2780748663,3.2
519,meeting,Noun,1,3.5882352941,0.2352941176,1.3529411765,0.4117647059,4.2352941176,1.6224527547,0.5622957145,1.6560939161,0.7952062256,1.0914103127,Visual,0.4071856287,4.2352941176
520,mellow,Adjective,1,2.7142857143,1.0476190476,0.4285714286,0.8095238095,3.1428571429,1.7071279139,1.6575943556,0.978336781,1.4359334114,1.4242792664,Visual,0.3333333333,3.1428571429
521,melodious,Adjective,0.9047619048,4.8421052632,0.3684210526,0.5263157895,0.3684210526,0.8421052632,0.5014598571,1.116070802,1.1239029739,1.116070802,1.3022697235,Auditory,0.6439393939,4.8421052632
522,melted,Adjective,1,0.8571428571,2.7142857143,3.8571428571,1.5714285714,4.8571428571,1.4242792664,2.1010201604,1.3147514703,1.7196345127,0.3585685828,Visual,0.2886597938,4.8571428571
523,meowing,Adjective,1,4.9523809524,0.0952380952,0.1904761905,0.380952381,2.5714285714,0.2182178902,0.4364357805,0.5117663157,0.7400128699,1.6300744944,Auditory,0.5930232558,4.9523809524
524,metal,Adjective,1,2.6666666667,1.2857142857,4.2380952381,1.2380952381,4.5238095238,1.5599145276,1.4880476183,0.7684244859,1.2208506012,0.6015852075,Visual,0.2354948805,4.5238095238
525,method,Noun,1,2.1764705882,0.2352941176,0.8235294118,0.2941176471,3.0588235294,1.2862393886,0.4372373161,1.0744355563,0.5878675321,1.2485285457,Visual,0.4285714286,3.0588235294
526,mild,Adjective,1,1.7619047619,3.619047619,1.380952381,2.619047619,2.1904761905,1.7861904127,1.5321941938,1.8567765206,1.883512423,1.6315344808,Gustatory,0.1934156379,3.619047619
527,miniature,Adjective,1,0.4285714286,0.1428571429,3.3333333333,0.1904761905,4.5714285714,1.0757057484,0.6546536707,1.4259499757,0.6796357568,0.978336781,Visual,0.510989011,4.5714285714
528,minty,Adjective,1,0,4.9523809524,0.1428571429,3.9523809524,1.7142857143,0,0.2182178902,0.3585685828,0.9734572654,1.5212776585,Gustatory,0.4601769912,4.9523809524
529,minute,Noun,1,1.7647058824,0.0588235294,0.2352941176,0.1764705882,2.7647058824,1.6019289843,0.242535625,0.5622957145,0.5285941399,1.7863864281,Visual,0.5411764706,2.7647058824
530,mischief,Mixed,1,3.2903225806,0.1935483871,0.5161290323,0.2258064516,3.8387096774,1.321452443,0.5427924612,0.9616294415,0.6688137468,1.035914224,Visual,0.452,3.8387096774
531,miss,Noun,1,1.8235294118,0.4117647059,1.6470588235,0.5294117647,2.8823529412,1.5904124511,0.8702602721,1.7656860023,1.0675700831,1.691240408,Visual,0.3387096774,2.8823529412
532,missile,Noun,1,3.5882352941,0.0588235294,1.2352941176,0.7647058824,4,1.6977493753,0.242535625,1.347655917,0.9034248561,1.2747548784,Visual,0.4085365854,4
533,misty,Adjective,1,0.5714285714,0.4761904762,1.0952380952,0.9523809524,4.7142857143,1.1212238212,0.9807674352,1.4800257398,1.3955712263,0.5606119106,Visual,0.5426829268,4.7142857143
534,moan,Mixed,1,4.4516129032,0,0.2903225806,0,2.2903225806,0.8883959207,0,0.6425754631,0,1.6369391841,Auditory,0.6330275229,4.4516129032
535,moaning,Adjective,1,4.9523809524,0.1428571429,0.1904761905,0.1428571429,3,0.2182178902,0.6546536707,0.6796357568,0.6546536707,1.8165902125,Auditory,0.5706214689,4.9523809524
536,moist,Adjective,1,1.4285714286,2.8571428571,4.380952381,1.7142857143,3.6666666667,1.4342743312,1.4589624493,0.8646496676,1.4192553379,1.1547005384,Haptic,0.2101694915,4.380952381
537,moment,Noun,0.8823529412,2.625,0.4375,1.2,0.875,3.125,1.8929694486,0.8920949127,1.7402791238,1.4548768562,1.8929694486,Visual,0.3252647504,3.125
538,money,Noun,1,1.4705882353,0.3529411765,3.7058823529,1.1764705882,4.8235294118,1.2307338796,0.7018882096,0.8488746876,1.2366938848,0.392952624,Visual,0.387755102,4.8235294118
539,motionless,Adjective,1,1.7142857143,0,2.5238095238,0.0476190476,4.5714285714,1.2305631696,0,1.5690458126,0.2182178902,0.978336781,Visual,0.5161290323,4.5714285714
540,mottled,Adjective,0.5238095238,0.6363636364,0.6363636364,1.3333333333,0.7272727273,4.3636363636,1.0269106361,1.2060453783,1.3026778946,1.1908743923,0.6741998625,Visual,0.4842519685,4.3636363636
541,mould,Mixed,1,0.3870967742,0.5161290323,1.9677419355,2.2903225806,4.0322580645,0.9193265417,0.9956896351,1.940513179,1.7164604741,1.4019955056,Visual,0.3964912281,4.0322580645
542,mouldy,Adjective,1,0.0476190476,3,1.8095238095,3.4761904762,4.380952381,0.2182178902,1.8973665961,1.1670067532,1.470341716,0.9734572654,Visual,0.34082397,4.380952381
543,mouth,Noun,1,2.2352941176,3.2941176471,3.1176470588,1.2352941176,3.5294117647,1.8210371964,1.571810496,1.4950900032,1.393261092,1.178857872,Visual,0.1710526316,3.5294117647
544,muddy,Adjective,1,1.380952381,0.7619047619,3.5238095238,2.2380952381,4.5238095238,1.4992061391,1.4108423691,1.5368489717,1.4108423691,0.7496030696,Visual,0.3026819923,4.5238095238
545,muffled,Adjective,1,4.4761904762,0.3333333333,0.4285714286,0.3333333333,1.380952381,1.0779168622,0.9660917831,0.8701395619,1.1105554166,1.564486832,Auditory,0.595890411,4.4761904762
546,muggy,Adjective,0.8095238095,0.7647058824,0.6470588235,1.3529411765,1.5882352941,3.1764705882,1.200490096,1.1147408034,1.5788119137,1.5434872663,1.8451048113,Visual,0.3359375,3.1764705882
547,mumbling,Adjective,1,4.9047619048,0.0952380952,0.2380952381,0.1428571429,1.9047619048,0.3007926038,0.4364357805,0.5389584311,0.6546536707,1.445847914,Auditory,0.660130719,4.9047619048
548,murky,Adjective,1,0.5714285714,0.4285714286,0.8571428571,1.5714285714,4.380952381,1.1212238212,0.978336781,1.1084094138,1.5023790657,0.8646496676,Visual,0.506097561,4.380952381
549,murmuring,Adjective,1,4.8571428571,0.0952380952,0.2380952381,0.1428571429,2.1904761905,0.4780914437,0.4364357805,0.5389584311,0.4780914437,1.8606194565,Auditory,0.6329113924,4.8571428571
550,muscle,Noun,1,0.5882352941,0.3529411765,4.0588235294,0.3529411765,4,1.2277430273,0.9963167462,1.1440382552,0.9963167462,0.790569415,Haptic,0.3962264151,4.0588235294
551,mushroomy,Adjective,1,0.0476190476,4.7619047619,1.7619047619,3,3.8571428571,0.2182178902,0.5389584311,1.6094956323,1.4142135624,1.4242792664,Gustatory,0.3510638298,4.7619047619
552,mushy,Adjective,1,1.9047619048,3.2380952381,4.4285714286,0.5238095238,3.8571428571,1.5134319246,1.9724290077,1.2071217242,0.9283882603,1.3147514703,Haptic,0.2798634812,4.4285714286
553,music,Noun,1,4.9411764706,0,1.2352941176,0.0588235294,2.2352941176,0.242535625,0,1.6781467369,0.242535625,1.2514697242,Auditory,0.5833333333,4.9411764706
554,musky,Adjective,0.9047619048,0.3684210526,2.0526315789,0.1578947368,4.2631578947,1.9473684211,0.8306975861,1.5446568914,0.3746343246,1.4079972089,1.7786912858,Olfactory,0.4670658683,4.2631578947
555,musty,Adjective,0.9047619048,0.4736842105,1.7368421053,0.6315789474,4.3157894737,3.2105263158,0.9048278567,1.5217718205,0.9551338659,1.1572300059,1.3975751766,Olfactory,0.3705583756,4.3157894737
556,mute,Adjective,1,4.9523809524,0,0.0952380952,0,1.5238095238,0.2182178902,0,0.4364357805,0,1.6917165135,Auditory,0.7536231884,4.9523809524
557,muttering,Adjective,1,4.8095238095,0.0952380952,0.1904761905,0.1428571429,2.619047619,0.5117663157,0.4364357805,0.5117663157,0.4780914437,1.5321941938,Auditory,0.6,4.8095238095
558,myth,Noun,0.9411764706,4.0588235294,0,0.25,0,1.2352941176,1.0880365478,0,0.7745966692,0,1.4802622979,Auditory,0.7320954907,4.0588235294
559,narrow,Adjective,1,0.5238095238,0.0952380952,3.0952380952,0.0952380952,4.8571428571,0.7496030696,0.4364357805,1.7001400503,0.4364357805,0.3585685828,Visual,0.5494505495,4.8571428571
560,nerve,Mixed,1,1.2903225806,0.0322580645,2.6129032258,0.1612903226,2.2580645161,1.6969295485,0.179605302,1.891690943,0.5829107532,1.7120697403,Haptic,0.4060913706,2.6129032258
561,night,Noun,1,1.6470588235,0.1176470588,0.4705882353,0.4705882353,4.7647058824,1.5387160423,0.3321055821,0.8744746322,0.8744746322,0.5622957145,Visual,0.6220472441,4.7647058824
562,nip,Mixed,0.8709677419,0.4444444444,0.1481481481,3.3333333333,0,2,1.0127393671,0.7698003589,1.8187062181,0,1.5689290811,Haptic,0.5625,3.3333333333
563,noisy,Adjective,1,4.9523809524,0.0476190476,0.2857142857,0.0476190476,1.6666666667,0.2182178902,0.2182178902,0.9023778113,0.2182178902,1.2382783747,Auditory,0.7006802721,4.9523809524
564,none,Mixed,0.935483871,1.8620689655,0.724137931,1,0.7586206897,2.7931034483,2.0480676944,1.509412178,1.6903085095,1.5036900425,1.9708466336,Visual,0.2898550725,2.7931034483
565,nose,Noun,1,1.2352941176,0.5882352941,3.7647058824,2.8823529412,4.4705882353,1.4374200745,1.1213175024,1.4374200745,2.2880765104,0.7998161553,Visual,0.3,4.4705882353
566,note,Noun,0.9411764706,2.1764705882,0,2.7647058824,0,4.2941176471,2.0686739145,0,1.7863864281,0,1.159994929,Visual,0.4649681529,4.2941176471
567,noxious,Adjective,0.5238095238,0.8181818182,2.1818181818,0.2727272727,3.1,2.4545454545,1.1677484162,1.8877596149,0.6466697907,2.2335820757,1.3684762595,Olfactory,0.3202883625,3.1
568,nutty,Adjective,1,0.3333333333,4.9523809524,1.4761904762,3,3.5714285714,0.7302967433,0.2182178902,1.0304876331,1.2247448714,1.164964745,Gustatory,0.3464285714,4.9523809524
569,object,Noun,1,2.9411764706,2.4117647059,4.2941176471,2.6470588235,4.5294117647,1.9516207443,2.0633353923,0.9195587177,1.9345922203,0.7998161553,Visual,0.1258741259,4.5294117647
570,odorous,Adjective,1,0.2857142857,1.8571428571,0.1904761905,4.9523809524,1.1428571429,0.6436503043,1.4589624493,0.6015852075,0.2182178902,1.3522468076,Olfactory,0.5649717514,4.9523809524
571,oily,Adjective,1,0.2380952381,3.3333333333,3.619047619,2,3.9047619048,0.8890872794,1.6832508231,1.3592715136,1.4509525002,1.0442586799,Visual,0.28,3.9047619048
572,oniony,Adjective,1,0.1904761905,4.9523809524,1.2380952381,4.5238095238,3.4285714286,0.6796357568,0.2182178902,1.3380867649,0.9283882603,1.2873006087,Gustatory,0.3322259136,4.9523809524
573,open,Adjective,1,1.3333333333,0.0952380952,3.4285714286,0.1904761905,4.7619047619,1.4259499757,0.4364357805,1.7196345127,0.6015852075,0.4364357805,Visual,0.4757281553,4.7619047619
574,opening,Noun,1,2.0588235294,0.0588235294,3.4117647059,0.3529411765,4.4117647059,1.6759545129,0.242535625,1.3719886811,1.221739358,0.7122871199,Visual,0.4228571429,4.4117647059
575,opportunity,Noun,1,3.5882352941,0.4117647059,1.7058823529,0.4705882353,4.2352941176,1.583462327,0.8702602721,1.6868871436,0.8744746322,1.2514697242,Visual,0.3672316384,4.2352941176
576,opposition,Noun,1,3.0588235294,0,1.3529411765,0.4117647059,3.8235294118,1.6382379343,0,1.4552137502,1.0036697371,1.1311108543,Visual,0.4421768707,3.8235294118
577,orange,Adjective,1,0.0952380952,2.8095238095,1.1428571429,2.3333333333,4.619047619,0.3007926038,2.1358615971,1.8516401995,2.1525179055,0.9734572654,Visual,0.4112554113,4.619047619
